7617142732      F      37      11966      1
1938009921      F      59      16985      1
1395788956      M      35      14379      5
0344339071      F      73      13164      5
2147417283      M      22      14374      5
1622574169      N      25      18370      5
8475390169      F      42      12511      5
4225211144      F      46      15230      2
8538716627      F      68      14998      4
6715098148      N      53      19857      1
3168668843      N      43      12237      1
8007131722      F      49      17992      4
8693842464      N      42      19801      3
0547897306      N      71      15599      3
6059790195      M      23      16002      5
6330341830      M      59      11923      2
7235122071      M      50      15924      2
0793308374      M      25      17892      5
1937025241      N      36      14886      5
0039880434      F      72      14045      4
3604014497      N      64      11013      3
6741562067      M      46      11031      3
3658973395      N      43      10374      2
4121649240      F      74      17893      4
8837324502      M      41      15479      3
1505983962      F      51      10243      1
5409213920      F      21      13832      2
7305945473      F      34      10604      3
1337673996      N      39      16139      2
6436827517      F      41      18300      3
8532879070      M      77      19184      4
5715241442      N      80      12367      4
4955396595      N      56      11096      3
6030095212      F      75      18780      5
4906716572      F      55      19251      5
0223119002      M      40      16052      3
7504228900      M      73      17194      3
3928169052      F      76      11789      3
9473164133      M      42      13214      1
3510070665      M      80      12254      4
9769084578      N      21      10893      5
6835850008      F      31      12166      1
1896587813      M      75      19422      1
5122618037      N      39      13326      2
2403416406      M      37      13827      5
6947064499      F      77      16995      5
7724504211      N      27      11271      5
3642753934      M      62      11020      5
9383434636      N      60      12631      4
7769533521      M      74      15103      4
3279410443      M      70      12452      3
5719353542      M      61      10997      5
5597496884      F      49      19891      3
9181982858      M      51      15173      4
9912619832      F      34      15890      3
4149144481      M      66      12393      1
9099029799      N      44      17155      5
1295199323      M      80      14337      3
9006888826      M      54      16413      1
2243049683      N      74      19514      3
7520683363      M      45      14241      3
7644085520      M      33      14982      4
3764971326      M      41      15111      2
2846744556      N      71      10184      5
5159431933      M      64      16633      4
8253168644      F      27      18491      2
9778060263      F      41      10901      2
2068321196      N      36      13577      3
4512669772      F      73      14216      4
5231526500      F      64      19673      1
7639779242      F      56      16773      5
3857267753      M      62      13042      1
7784854859      F      51      16560      1
1729379976      F      75      18939      2
1267618840      F      79      15783      1
5965117464      M      21      15682      3
3316890984      N      69      16215      2
1365411145      N      37      17992      2
8382841619      F      75      18440      2
3602045381      F      55      11879      5
2887663445      F      38      11440      1
3687236029      M      40      13754      1
2430152135      N      38      16667      1
8050571846      N      29      18555      4
4185461718      F      70      13692      3
1819877070      F      25      19547      1
3486285278      F      25      11560      1
7332128820      M      67      10851      1
1537713941      F      39      17976      4
8526248129      M      28      14210      3
8430331266      N      64      13485      4
3076679604      F      29      17772      5
9081016376      M      69      12514      3
7886501821      F      51      18082      5
5519985507      F      80      18427      3
2350133816      F      62      19395      2
8890605427      F      52      10734      1
5323362073      F      48      14446      1
0793235651      N      74      17039      2
0355125475      N      32      18525      2
1776560463      F      42      17127      2
9546783571      M      54      12124      3
5642742785      F      42      15592      2
7339090891      F      26      19669      4
9377883234      M      56      14733      3
5611506515      F      61      17605      2
4302463531      F      75      14985      3
4458649032      M      67      11691      4
8380701619      F      49      11732      1
5792553973      M      49      13793      4
2445282335      M      56      10762      2
9415104178      N      21      11731      1
6479531664      F      22      10473      4
1127328454      F      26      16421      4
4651740803      M      73      18618      1
9175669693      F      78      14401      2
6793894116      F      57      15703      2
7635605402      N      55      16844      2
6934546110      N      73      11059      3
5404038373      F      32      18265      4
7464972871      F      23      11050      4
9081744090      F      68      17895      4
0843859189      F      80      14542      5
8148941466      M      26      19847      5
5736709345      M      51      15204      3
8703036479      M      54      10588      5
6439644131      F      76      18513      2
5824096507      F      53      18679      1
9084826768      M      74      17391      1
4364127095      F      42      10410      3
0240840499      M      52      18865      4
0631526852      F      39      15447      5
2917557357      N      75      12237      1
6400213015      N      53      10325      4
3948408662      M      76      10449      3
9440742083      N      27      13432      5
3963015515      F      77      19184      4
7676801972      M      22      17463      1
7840868661      F      23      10649      3
0230038968      M      53      18469      5
0866356634      N      32      16883      2
7317580192      M      30      13501      4
7033159131      M      49      19559      1
6427657257      F      69      11140      2
4090977896      N      32      11744      5
1697801441      N      37      12104      1
8295501909      N      34      16821      5
8901428528      M      58      16017      3
2408821320      F      36      16273      5
2220673103      F      52      17800      1
2213006988      N      78      18427      5
0280083007      F      56      11819      3
2697855973      N      22      11671      3
2176154628      N      44      15397      1
0882083496      M      73      15740      2
6452163935      N      67      14521      5
1585005837      N      70      12564      5
6945052065      M      63      16259      3
5895543776      N      60      14065      5
4439140722      M      41      15246      2
7321041095      N      68      16831      5
6520856988      N      64      11298      2
5416024685      F      59      19087      2
8422566518      M      67      11670      5
8357408170      M      37      11190      5
4729647550      M      43      18141      4
9837774020      N      27      10287      5
4870909647      N      68      17032      1
2814648977      M      34      18822      4
5224773443      F      73      15307      5
7502939042      F      25      11523      5
5493500813      F      67      19242      2
1671832531      N      49      10335      3
6725345075      M      71      16054      2
8502068717      N      76      15416      3
2685799356      N      78      16348      5
0093596009      M      67      13966      4
6623606505      F      45      11029      2
6842351399      F      64      14015      2
0437063640      F      38      13184      5
9347357268      N      75      19816      4
9547634007      N      77      19993      1
3180986755      M      24      18049      4
6115641376      M      34      13766      2
9656546336      F      50      10085      1
7656134427      N      20      15783      2
4950530005      F      65      13904      4
2150360594      F      60      10103      4
6324779991      F      24      10655      2
2997825952      F      70      10069      3
9675940367      F      58      12358      2
8036659043      N      75      16026      5
7366736004      M      60      18484      4
6089902416      N      27      16582      2
8902892222      N      27      16134      2
3232934480      M      22      12016      1
3847319018      M      47      12062      1
5429955603      F      56      15584      3
9526908567      M      70      18286      3
2733588289      M      20      13503      1
0112128908      M      47      15447      5
6187862748      F      37      19926      2
4179325735      M      27      11642      5
4961936151      N      20      17686      5
5482977718      M      77      16993      2
5828348253      F      30      10969      3
2511576928      N      30      18346      2
6653503440      N      21      17954      1
8526214296      F      31      18817      2
0654558425      M      22      18836      1
1839739774      N      61      13990      5
2691591752      M      56      14169      2
2925243129      N      48      10746      5
5991942416      M      22      15461      4
9239518603      N      49      12041      3
8116767141      N      24      14961      4
1395788956      M      35      15472      2
1662330771      N      24      19895      2
0027270772      M      29      11885      1
8782331360      N      38      18248      1
9567778947      M      39      13278      2
8575095431      F      32      18283      1
3969312065      N      34      17211      4
2835865236      F      57      14287      5
1140726095      M      24      14402      3
3070673311      F      38      18365      5
1552332023      N      47      15852      3
1914176786      N      36      17994      5
8290785742      F      25      19298      2
7121507303      N      46      14420      5
8921696194      N      56      18458      3
6419678114      M      29      11120      2
1311029674      N      40      14385      1
7793603706      F      61      16638      3
9110764562      M      34      10029      3
5988764395      N      80      10559      3
4084797882      N      70      19588      3
7598617644      M      31      12698      2
4741397539      F      79      10669      4
8886751164      F      61      14550      5
7147798750      M      77      15597      2
2000978189      F      75      12742      1
6508672175      M      71      13565      3
2277981108      M      42      10306      5
6438286742      N      57      17901      4
4154107041      M      60      18949      3
5991942416      M      22      12472      5
1271713550      M      39      19149      3
8473244653      M      47      17184      2
1913713864      N      67      13077      3
0401169517      N      35      12070      5
5872886848      F      21      17947      1
5708504990      M      76      18931      3
8829887407      M      44      13677      1
7303734812      M      65      19812      1
3232584427      F      34      10144      4
7339090891      F      26      18258      3
0663415833      F      78      11076      2
2030592752      M      76      11895      2
8496933471      M      67      14210      3
3200592819      M      61      16419      1
1245581110      F      68      17951      2
4402926008      M      72      13183      2
4225049566      N      31      12318      1
3494652057      F      34      15277      1
5865783917      N      56      14193      1
4060397550      N      78      10881      5
9895696490      M      33      18759      3
1247441314      M      65      16162      1
5475291573      N      61      12412      4
8802409838      M      22      16307      4
1181996942      F      74      11929      1
3342758105      N      39      13476      5
3739266618      M      41      11328      5
8663052939      N      30      11099      4
5360956051      N      30      14064      1
7815351317      M      62      19696      1
3333152807      F      23      16678      2
5496734069      F      62      12033      2
5478132943      M      72      17436      4
3737679799      N      74      15224      2
9912528203      F      52      12009      2
8420447479      N      54      10338      1
7206280863      N      21      12116      2
0178684495      M      55      14224      5
2487733362      N      43      13910      3
6157680031      N      53      16067      4
1363797358      F      55      15653      3
5715241442      N      80      19883      1
4249595824      M      47      10406      5
2697855973      N      22      12918      4
8045121096      N      34      15398      1
2037825702      M      70      12841      2
4147295916      N      31      11811      3
7794360580      M      61      17987      1
9023654835      M      39      10746      5
3041208879      F      26      18189      1
9283212069      F      27      15773      1
6824188315      M      72      16469      4
9849661667      F      24      19664      2
5304050926      N      62      18293      3
6340915100      M      24      19727      3
6663096396      M      47      17506      1
0819384699      F      45      19052      5
2033387499      F      20      12703      5
6536388593      N      78      12701      1
8087179826      F      36      14856      1
4609867162      F      29      19108      4
2376853203      F      64      15996      4
9987086289      N      35      16022      3
4060397550      N      78      18057      1
8798211587      N      55      12332      1
6319915993      M      80      14737      5
2857325455      N      45      16943      5
0549789633      F      76      17429      1
4838577843      N      32      11959      3
7354505117      F      34      13295      3
4617328641      F      56      13195      3
9616147537      F      78      11054      5
3713281192      M      41      12807      5
9591106316      N      44      12886      4
1419447376      M      20      11504      2
3610093067      N      72      14163      4
2901693048      M      71      14138      1
9557739920      M      53      11104      1
9267511923      F      64      15139      2
6146370290      F      48      15521      2
9895696490      M      33      16209      5
3868237338      F      28      17327      4
6633916990      N      63      12889      4
9082113350      F      49      11085      4
6388002920      M      74      16437      2
1919282322      F      68      18964      5
1341742604      F      23      10721      5
4711945104      N      66      17665      5
0563159722      M      56      17900      4
4657011141      M      66      17846      4
1770574074      N      53      14433      1
1257968848      N      49      16087      4
1102762024      F      23      16269      4
1770574074      N      53      11576      5
0205693035      N      25      18422      1
7990526895      N      72      10788      4
7424506531      F      36      15733      5
6108723330      M      25      13078      2
6942123598      M      46      13114      2
6108723330      M      25      16469      4
2126458417      M      80      10501      3
1072632785      F      59      15152      3
6107404739      F      51      14113      4
3878326706      N      30      18708      2
2824663940      M      61      18426      4
8941210877      F      61      19030      3
9072263119      F      63      17701      3
8583545035      M      36      11273      1
3535643314      N      42      19870      1
3543832366      N      40      11085      3
1025657364      M      40      10007      4
7264568814      M      21      11832      4
8372414933      M      68      11087      5
1166746960      N      34      10516      5
4629457705      M      50      18157      1
3387384710      M      59      11868      5
8869158857      F      20      12488      3
9139066504      F      28      11338      1
9721481427      N      38      19141      5
2688457419      M      72      13228      1
8836810814      N      41      12866      5
8888113726      F      36      17370      1
8664113094      N      61      19617      2
9538987498      N      73      17418      2
8671993904      M      44      15926      2
4386764165      N      46      12946      5
7425053837      M      41      15537      4
3128060241      F      22      11283      4
9356265713      N      26      16169      5
2005329968      M      37      16247      5
7302368488      F      48      19514      1
6416737849      M      45      10962      1
7068452417      N      35      10524      5
0509483462      F      40      11730      4
2506365443      M      76      11998      5
5928495244      M      43      11728      2
4008041030      F      41      12914      4
6682533603      N      61      12649      5
1052994335      M      38      13202      2
9991262724      N      59      14123      1
5233520741      F      30      17690      5
7575146274      M      51      15021      2
3636317011      F      48      18675      2
3854038878      N      31      18018      5
5857364604      F      40      18459      3
1029807052      F      60      18697      4
3206422222      N      26      11856      3
3075521463      N      55      14165      1
6533037359      F      43      12956      2
5487247826      M      43      19387      1
1663582002      N      54      10515      4
1460279345      M      71      11253      2
7491605848      M      22      13303      1
2021398042      F      53      19462      1
5567153021      M      28      16343      5
4789586396      N      75      19995      3
5512554855      F      21      14963      5
2294337971      M      32      17701      3
4660408387      N      54      12900      3
5212626474      N      37      13327      1
5478132943      M      72      19420      5
3401383698      F      26      13100      3
6104409365      N      43      16160      2
1463639449      M      42      13249      4
4946897064      M      46      17306      3
9428125693      F      60      18942      5
8859862140      M      62      16792      1
8258877869      N      54      17332      1
3062953363      F      52      16141      1
7678179212      M      72      11732      1
8278623923      M      73      18470      2
3514031113      N      75      13076      3
8664648841      N      70      11453      2
3247947254      F      25      12290      2
5695337795      N      70      11184      2
8302517398      N      55      17818      5
6826455394      M      44      19232      4
0524165838      M      79      12830      2
1028316129      M      34      18086      1
5766680610      F      41      19598      4
6845244027      F      68      17977      2
7052267597      F      76      16491      5
6069250267      F      38      17570      3
8444771564      F      58      10677      4
5282587253      M      24      12851      5
8373489246      F      38      13065      5
3449595634      N      31      13260      2
1427215177      M      44      18891      1
8936897671      M      30      15361      5
2218681291      F      67      12018      4
6056213426      F      61      14824      4
4339750945      F      29      17805      3
5891082461      N      69      17295      5
3614410092      F      52      19849      1
8516135168      F      30      11474      1
5210075205      N      70      13178      4
9517529466      F      28      14627      4
1605014290      N      47      15967      4
5580676105      F      80      18903      2
6788041850      N      32      14750      1
7592024353      M      49      19979      5
5009099538      F      58      17308      4
2980000759      M      56      10596      3
7369562893      F      70      15864      2
7569118230      N      42      18750      3
0995857678      F      26      12941      3
9672883672      M      71      16713      3
2965584260      M      24      13716      5
3595128510      N      72      14100      4
9064015194      N      27      12223      3
3802945848      N      80      12334      5
7652556879      M      59      19309      1
2158968684      F      38      16002      5
1462716249      M      66      14152      4
4274723767      N      53      15631      3
8984770793      N      45      11275      3
5676159835      N      55      17847      3
0316704091      F      53      12421      1
1069826481      N      57      19539      3
3180654392      M      69      16486      4
6521434168      N      53      17833      4
3690366394      M      47      18283      1
5694288013      N      77      11047      1
7026629378      N      57      10133      2
9953944415      M      77      13172      1
1763136456      M      30      10998      3
8098555270      M      58      15993      5
9417908917      N      62      18544      1
2404677616      N      49      13575      1
1820833799      F      51      12721      5
1218506059      M      22      16407      2
3750278954      M      77      16552      3
1156864831      F      62      12535      4
9442671763      N      31      19248      3
4943071246      F      20      14692      2
8531509847      F      75      16797      2
7570459437      N      29      17033      4
7594447022      F      55      16271      1
8000099591      N      23      12163      1
7446777863      N      68      16879      2
9605758255      N      57      14540      1
6595231005      N      25      16547      1
8646120371      M      66      13715      5
6843603625      N      27      11894      5
7748648533      F      24      14811      5
6080334664      F      44      16545      3
0313003443      F      52      18571      5
1147610565      F      30      16162      2
1550747013      N      47      13013      3
2556242317      N      57      13627      5
1222694961      F      30      16103      4
8873735270      F      41      17093      2
2628508846      N      29      14585      1
0179555810      F      46      14547      3
3988369264      F      56      10136      4
7348062498      M      60      11433      5
5891774001      N      60      16134      5
1067929282      N      21      16214      3
3737212275      M      74      16510      4
9707534257      M      32      19599      3
8327023955      N      38      16657      5
1792337941      N      64      16172      5
4943071246      F      20      16286      2
0320576366      M      29      10598      3
4087942927      N      28      17191      4
5266671897      F      44      11514      2
8174225523      M      27      15721      5
7344570433      N      35      10250      4
1854426649      N      50      18791      1
3088555127      N      37      14450      1
9567988377      N      50      13820      1
0142031651      M      63      10963      1
5095099683      F      20      19883      4
2515372497      N      65      11253      2
8856463884      M      64      18374      2
5543499081      N      53      19648      2
8112489215      F      20      12234      5
3453632346      M      56      18982      2
9771365692      M      42      17221      3
1660199209      N      36      11947      2
2010263160      F      29      18846      5
6558987209      F      59      18003      5
0585169410      F      20      19562      5
0434624845      F      36      16373      5
5207072602      F      45      13096      1
6980121234      N      44      13558      4
0785748669      M      50      14342      4
5960751309      F      39      10951      5
0977116726      N      51      17195      3
0601582853      N      22      10338      3
2032723747      F      55      13231      5
5243786911      N      73      14359      4
4541147854      N      59      16582      2
4050185697      F      42      15898      5
8085341224      M      42      13059      4
8532879070      M      77      11195      5
3236784332      N      38      13267      1
8253168644      F      27      19997      3
3618623681      F      60      15864      2
7969643690      M      22      19796      5
0813053415      N      49      15056      3
7223864025      M      77      10339      2
6386063567      M      39      18508      2
4292424629      N      32      11770      3
2895011929      F      22      16942      1
4290520777      N      39      18282      2
4938926440      F      29      15241      1
1611227527      F      45      13618      5
6270102474      M      60      16545      1
0274281515      F      57      11593      4
0736918154      F      25      13134      2
7261028074      N      60      15159      2
9962774044      N      30      11959      3
5009872637      M      38      16734      1
0889868208      N      42      12583      1
0335723046      N      70      13924      1
1339225371      N      62      15031      1
8859265261      F      47      12427      2
2087707722      F      77      12608      5
3674685072      F      62      12404      5
7531202992      N      56      19758      5
3954020654      M      21      11019      1
4264758443      F      39      19158      5
8222958355      N      56      11487      3
4555548395      M      52      15758      4
9324346811      N      74      10870      4
3404897777      F      74      18666      3
5012814018      M      56      19464      3
8096547009      M      40      18553      4
8543821905      N      75      10919      5
1034358140      N      37      11973      2
0444255506      M      49      16816      5
5241508880      M      47      10374      2
6557306421      N      52      12936      2
3958950973      N      26      19729      5
7142287845      M      47      15770      1
8718701217      M      76      17155      3
3856504233      F      64      10519      5
2040024860      F      59      11374      1
1831838626      N      24      13899      1
8019878073      N      51      16954      1
8758276355      M      26      19081      3
8430758673      N      55      19791      1
8344541084      M      27      12620      1
3369108703      N      76      14092      1
0848755907      F      20      14699      2
5412068310      M      25      18987      4
2506823685      F      40      11226      1
9922371525      F      47      15892      2
8616279294      M      40      12064      1
7402397620      F      58      11575      2
5171235901      M      27      16972      1
8728166623      M      39      17445      2
7584590493      N      43      10881      5
2572471432      F      55      17575      1
4272843314      F      31      16092      2
9402649159      F      42      17926      5
6877423561      M      58      10191      4
2404027034      N      69      13179      3
7131488973      N      22      17898      5
2486043118      F      42      15603      4
4595762210      N      33      18728      3
9506466872      M      27      19388      2
1475300532      N      24      18551      2
9556138039      N      73      19084      5
6304966832      N      47      15708      3
0170765038      M      35      17504      4
2627033534      M      52      14629      5
1734921371      M      61      15540      3
0551784067      M      74      15575      4
8858998281      N      64      18489      5
7041962981      M      74      13668      2
9948055598      N      26      11883      3
9000552059      M      60      15957      1
3239122516      N      50      14580      3
7591191364      M      53      12721      5
9139375077      N      23      13556      2
4831102644      F      57      13643      1
2298595178      N      46      14611      3
7251258438      M      63      15470      1
2149325937      M      31      18801      2
2925877208      F      76      11353      5
4441689751      M      31      12919      3
2794712391      N      48      12096      1
5327215078      N      73      12652      4
7021351480      N      23      19474      5
0862165545      N      57      13750      1
1931419977      M      63      18846      5
2068321196      N      36      18956      3
2377974645      N      71      15760      3
3580915991      F      57      16429      3
8766995559      M      44      16271      1
0999204357      F      42      15408      1
5818375690      M      21      10688      4
1259427061      N      62      16207      2
6242643694      M      76      12862      3
7612685437      M      52      18167      3
5207770685      N      27      15261      5
9301084642      F      71      14789      4
4821686889      F      32      16877      4
4007945628      F      21      15244      4
0978946097      N      61      11215      5
8117435524      N      25      19019      4
1630330716      N      52      15966      3
0612119876      N      70      10762      3
8431784678      M      70      19247      5
7303734812      M      65      17500      3
1703328643      N      34      10602      3
8096547009      M      40      12534      2
5158531070      M      40      15740      2
3316890984      N      69      13604      5
6966920965      M      29      11577      2
8271915965      F      73      10073      2
4000769000      N      21      19624      4
7509101189      F      40      14893      3
1618512962      N      50      11356      5
2956632109      M      22      19723      3
4938998583      N      68      18167      1
4603056654      M      41      17039      2
1546588316      F      57      16985      1
9914638878      F      43      18310      2
3812983479      N      73      10521      1
5409696461      N      26      11708      3
3155278285      N      69      18093      5
6417425469      F      26      16725      4
6321350307      F      70      11495      4
0089870028      M      61      12968      3
9998094195      N      22      11737      5
3904754265      F      34      17503      5
4062339096      M      54      14052      1
9326920859      M      77      12136      5
6987547145      F      45      10753      5
0610865009      F      44      11135      2
1492719842      N      76      10141      5
0941191465      M      69      15933      1
1760073049      F      72      14165      4
9401093268      M      65      15449      3
9894622283      F      26      14704      2
4438784786      F      36      18332      5
3124566539      M      75      14476      3
1124118459      F      41      17199      1
5171235901      M      27      14334      3
3151901542      F      55      17122      3
2770524054      N      50      15012      4
5063766547      N      42      13607      3
0673949761      N      74      19257      5
8806684763      F      48      19920      1
8870585037      N      45      13620      3
6629482444      F      64      16269      4
8785030480      M      22      12748      4
9803430355      N      77      10669      4
9649620535      N      79      16606      4
9397666089      F      80      10944      2
8444771564      F      58      16734      1
4121649240      F      74      12336      2
1840487972      N      78      11073      3
7331109910      F      47      19981      3
1440061058      N      73      10762      2
6367190885      N      67      17395      4
6450804440      M      76      10026      2
4932371478      M      45      12973      2
0261147980      N      64      16358      4
9517206619      N      31      12072      3
1025964976      N      70      17463      3
8392797415      N      45      11531      5
4094150159      N      54      17790      5
5263594712      M      54      14996      3
3706733612      F      70      14966      2
4964417694      N      26      14865      3
3794865512      M      66      15817      1
5536242427      M      21      18113      5
9686929729      F      30      11221      5
2403416406      M      37      11283      1
0503622284      F      35      10443      1
3174834922      N      66      19462      5
6748137232      N      74      19544      3
0793308374      M      25      16577      3
7567601016      M      42      14540      1
3214921253      F      71      16147      4
5103501414      F      75      11212      3
0075755774      F      76      17021      1
7111681196      F      80      18492      3
5266306015      M      61      14269      5
2840733200      M      34      19524      5
4464094967      M      73      14003      1
9351747401      N      62      17314      5
9538987498      N      73      16763      4
5685287333      M      60      10195      2
8367352564      F      75      12953      2
2871830022      F      80      14877      5
4625611543      N      44      11577      3
5092969386      F      30      12581      1
9453302887      M      52      17693      3
9181982858      M      51      19932      5
6424576148      M      33      16384      1
0417738459      M      71      18859      4
6538452788      N      25      19668      4
3250756680      F      32      15481      5
6814195279      F      60      10185      2
0866296198      M      43      14050      2
9055744172      F      21      17790      1
3625475875      F      36      10755      4
5451249774      F      47      15487      3
0031921841      M      24      19642      4
2504259628      N      25      19852      3
4705010056      F      23      15081      1
9212281604      N      43      11180      1
6980121234      N      44      10250      4
4234345659      M      32      14110      1
0801667679      F      55      14325      1
9620140815      M      44      13013      5
7835843204      N      43      11276      3
5967021975      F      48      19141      3
8664466593      M      27      11574      1
9604986409      N      77      12655      2
2839822184      F      32      16224      1
4866279612      N      70      16092      2
5747920961      M      35      14878      5
0332512107      F      66      12490      1
3869213548      M      40      12577      2
3923706600      N      76      11192      3
9914638878      F      43      12018      3
7844506880      M      42      16347      5
1248674913      M      49      11670      4
5241508880      M      47      17796      1
8222575330      F      63      18802      5
9941720163      M      39      15209      1
7634202071      F      20      18066      5
9215419617      N      79      11392      3
1980729423      M      29      19017      4
1178819845      M      47      12327      2
5486451792      M      24      12070      5
0121249147      M      77      11061      5
0625024653      F      43      12397      2
3416816370      M      78      10919      5
3640259925      F      27      16928      5
6369186046      N      20      19560      3
9149016902      N      68      15247      2
2733588289      M      20      10144      4
5695615004      M      67      15830      3
6510904977      M      68      19979      5
7516131347      F      67      13804      3
8546351079      N      20      15216      3
4994621631      N      74      17447      5
1142891152      M      29      17919      5
6035218942      N      21      16199      5
1722902583      M      52      19359      2
5309391920      F      32      11176      2
2232422001      M      73      10734      2
0639318970      F      23      13812      5
8763461166      F      64      19046      2
6069270373      F      80      13736      4
6989700436      N      42      17253      3
0277155459      N      44      17195      3
8382451314      F      74      10883      1
8258877869      N      54      14431      1
2403416406      M      37      19323      4
4158979603      F      45      14655      2
7791491178      M      32      14879      2
0010909029      F      24      14409      3
9406311233      F      37      19547      5
6928859427      F      78      13260      2
2133026085      F      49      15955      2
5290796530      N      31      19937      3
3400904973      F      27      17107      2
7151895178      F      75      18496      2
7101470583      N      63      17888      4
7012372114      F      64      18551      2
7100641244      F      30      17379      3
7630036425      F      23      16994      5
5902716729      N      39      10068      1
5997784644      F      61      17751      4
7063374677      M      79      15744      3
5967733390      F      64      15993      5
7525871171      M      29      13386      4
4791988399      F      64      14646      1
8880619555      F      50      10896      5
1069388623      F      31      18484      3
6491848461      F      74      10893      3
4006657316      N      77      12180      5
9215419617      N      79      15381      2
6370058820      N      37      18923      2
8482264223      M      49      19074      1
4341465031      N      38      10980      3
4262117757      F      26      15482      2
0598818130      N      44      11026      1
0470575905      N      53      15452      5
3144733062      N      80      11595      5
8616804456      F      56      14589      1
9949428174      F      29      15933      1
2072077083      N      26      12511      3
1070798265      M      45      15196      2
2881481261      F      69      13031      4
9556512094      N      79      13270      5
6729223643      M      27      10604      2
8019878073      N      51      19403      5
9158704906      N      32      19358      4
8243457380      M      20      18649      2
7565118465      M      61      11418      4
8000099591      N      23      12263      1
5713198835      M      25      19211      1
2198718465      F      52      12850      2
2004004095      F      35      17934      3
2097697098      F      67      16725      4
6882155206      N      76      16478      1
3420469032      N      23      14955      2
6912417984      N      61      16322      4
8660863067      N      55      14158      2
6112976159      F      55      13106      2
4707899719      N      62      16294      4
8664648841      N      70      11211      2
3533931982      F      65      17323      2
4804951768      M      36      14850      5
8175279908      M      62      14169      2
4600383733      M      49      19197      2
6966920965      M      29      18480      5
4345436689      F      48      14591      5
8929758427      F      31      15188      1
4114974746      F      29      14608      3
3400542667      F      78      12864      5
5077746280      N      59      10951      1
1785473699      N      73      19189      3
7866719428      N      68      19852      1
4063415939      F      64      10100      1
8014114015      F      73      13101      2
6471639012      M      37      19422      1
1377846618      N      44      14131      5
9371818583      F      32      16837      2
1371081249      M      21      12846      2
3675203356      F      22      14139      1
8426042448      F      48      10392      5
1122283451      F      36      17072      3
1123162558      N      64      10949      5
4916332170      M      36      11559      2
6383931307      F      67      19659      1
5934967369      N      49      16371      1
2809594661      M      51      12864      2
7780395695      F      23      19744      4
4404733381      M      44      12634      4
0720885143      N      54      17208      3
6748431063      F      63      16979      4
2188475894      N      25      18591      5
