UserId,merchantId,gender,age,category
832,809,F,55,
833,584,M,44,
834,810,N,43,
835,462,F,48,
836,811,M,27,
837,812,N,77,
838,813,F,32,
839,678,N,70,
840,814,M,35,
841,815,F,66,
842,816,M,40,
843,817,N,76,
753,62,F,43,
844,818,M,42,
845,269,M,49,
671,819,M,47,
846,820,F,63,
847,821,M,39,
848,822,F,20,
849,823,N,79,
850,824,M,29,
851,825,M,47,
852,353,M,24,
853,826,M,77,
854,827,F,43,
855,656,M,78,
856,828,F,27,
857,829,N,20,
858,830,N,68,
309,357,M,20,
859,831,M,67,
860,540,M,68,
861,832,F,67,
862,833,N,20,
863,834,N,74,
864,835,M,29,
865,836,N,21,
866,837,M,52,
867,838,F,32,
868,205,M,73,
869,839,F,23,
870,840,F,64,
871,841,F,80,
872,842,N,42,
873,621,N,44,
874,843,F,74,
511,844,N,54,
155,845,M,37,
875,846,F,45,
876,847,M,32,
877,848,F,24,
878,194,F,37,
879,527,F,78,
880,849,F,49,
98,850,N,31,
881,851,F,27,
882,852,F,75,
883,853,N,63,
884,686,F,64,
885,854,F,30,
886,855,F,23,
887,856,N,39,
888,857,F,61,
889,858,M,79,
890,563,F,64,
891,859,M,29,
892,860,F,64,
893,861,F,50,
894,297,F,31,
895,150,F,74,
896,862,N,77,
849,863,N,79,
897,864,N,37,
898,865,M,49,
899,866,N,38,
900,867,F,26,
901,868,N,44,
902,869,N,53,
903,870,N,80,
904,871,F,56,
905,747,F,29,
906,117,N,26,
907,872,M,45,
908,873,F,69,
909,874,N,79,
910,42,M,27,
679,875,N,51,
911,876,N,32,
912,877,M,20,
913,878,M,61,
581,879,N,23,
914,880,M,25,
915,881,F,52,
916,882,F,35,
917,737,F,67,
918,883,N,76,
919,884,N,23,
920,885,N,61,
921,886,N,55,
922,887,F,55,
923,888,N,62,
516,889,N,70,
924,890,F,65,
925,891,M,36,
926,315,M,62,
927,892,M,49,
745,893,M,29,
928,894,F,48,
929,895,F,31,
930,896,F,29,
931,897,F,78,
932,620,N,59,
32,898,N,73,
933,805,N,68,
934,899,F,64,
935,900,F,73,
936,152,M,37,
937,901,N,44,
938,902,F,32,
939,903,M,21,
940,904,F,22,
941,905,F,48,
942,906,F,36,
943,907,N,64,
944,908,M,36,
945,909,F,67,
946,910,N,49,
947,897,M,51,
948,911,F,23,
949,912,M,44,
950,913,N,54,
951,914,F,63,
952,915,N,25,
953,916,N,56,
954,917,N,25,
955,918,N,28,
956,214,M,37,
957,919,N,50,
958,920,M,73,
959,713,M,55,
960,921,M,41,
961,922,M,70,
962,923,F,63,
963,480,M,40,
964,250,M,69,
965,924,F,38,
966,898,F,59,
967,925,N,72,
968,926,N,56,
969,927,F,79,
970,75,M,52,
971,928,M,31,
972,929,N,44,
973,930,M,52,
974,931,F,50,
669,932,N,37,
975,933,M,71,
976,917,N,66,
977,934,F,41,
978,723,F,60,
979,935,N,29,
980,936,M,70,
981,937,M,43,
982,938,N,42,
983,939,N,61,
984,126,M,24,
985,940,N,67,
986,439,M,23,
987,941,M,79,
181,942,F,56,
988,943,M,25,
989,944,F,32,
990,687,N,80,
991,945,M,29,
992,946,N,30,
993,947,F,47,
994,767,F,46,
605,948,M,29,
995,949,N,61,
996,950,N,64,
997,451,M,74,
998,951,N,45,
999,952,N,72,
1000,953,N,52,
1001,568,F,76,
1002,954,F,65,
29,955,N,28,
1003,956,M,36,
1004,957,F,71,
1005,958,N,78,
1006,959,M,24,
1007,960,F,35,
1008,961,M,74,
1009,962,F,75,
1010,454,F,60,
1011,963,M,37,
1012,892,N,80,
1013,964,M,64,
1014,965,F,73,
1015,966,F,54,
1016,967,N,32,
1017,294,M,21,
1018,968,F,71,
1019,969,M,26,
1020,970,F,56,
1021,105,M,36,
1022,971,M,23,
1023,972,F,45,
1024,973,M,21,
1025,974,N,51,
1026,975,M,47,
1027,976,F,68,
1028,977,N,74,
637,978,N,38,
1029,979,F,29,
1030,980,F,56,
1031,981,F,57,
1032,982,M,74,
1033,983,M,69,
1034,984,F,69,
1035,985,N,39,
1036,986,F,48,
1037,987,F,37,
1038,988,N,79,
1039,989,F,78,
1040,990,N,47,
1041,991,M,79,
1042,992,N,72,
362,993,M,65,
1043,994,F,73,
1044,995,M,56,
1045,193,N,74,
514,996,M,73,
1046,997,F,39,
1047,998,M,66,
1048,208,N,51,
1049,676,F,27,
1050,999,M,28,
1051,1000,N,34,
1052,1001,M,36,
1053,1002,N,72,
1054,347,M,25,
1055,1003,N,27,
1056,1004,M,72,
277,1005,N,68,
1057,658,M,70,
1058,1006,F,39,
1059,1007,N,43,
554,1008,M,59,
1060,1009,N,57,
1061,647,M,57,
1062,1010,M,54,
1063,1011,M,76,
1064,1012,M,58,
1065,1013,F,32,
1066,1014,F,48,
1067,1015,N,80,
247,1016,M,22,
1068,1017,F,56,
1069,1018,M,69,
1070,39,F,37,
1071,1019,N,58,
1072,1020,N,72,
1073,1021,N,49,
1074,1022,M,60,
287,1023,F,45,
1075,1024,N,45,
1076,1025,N,53,
1077,1026,F,55,
1078,1027,N,77,
1079,1028,M,41,
1080,1029,N,29,
1081,682,N,79,
1082,1030,F,77,
1083,1031,F,71,
1084,1032,N,21,
1085,988,M,78,
1086,1033,F,64,
1087,1034,F,46,
1088,1035,F,58,
1089,1036,N,43,
629,1037,F,39,
1090,1038,M,25,
1091,1039,M,32,
1092,727,N,57,
1093,522,M,58,
1094,274,M,69,
134,1040,N,43,
660,1041,N,56,
1095,1042,F,47,
1096,1043,N,35,
1097,1044,N,52,
1098,1045,M,59,
1099,1046,M,69,
1100,1047,F,55,
1101,1048,F,57,
1102,1049,F,21,
515,922,N,75,
1103,1050,F,22,
1104,1051,M,79,
1105,1052,F,54,
1106,1053,F,74,
797,1054,M,66,
1107,227,M,57,
1108,607,M,67,
1109,1055,F,67,
1110,1056,N,79,
1111,582,F,78,
1112,636,N,36,
688,1057,F,58,
1113,98,F,25,
1114,396,M,26,
1115,1058,M,52,
1116,1059,F,32,
1117,610,M,75,
598,1060,M,60,
1118,1061,M,23,
1119,127,N,28,
1120,1062,N,51,
1121,1063,M,78,
1122,1064,F,71,
1123,1065,F,33,
1124,1066,M,29,
1125,1067,F,75,
1126,1068,N,21,
369,1034,M,72,
1127,1069,F,23,
309,919,M,20,
1128,1070,F,48,
1129,1071,N,32,
1130,1072,N,55,
1131,298,M,45,
1016,1073,N,32,
1132,1074,M,76,
1133,1075,M,29,
1134,1076,F,22,
1135,1077,F,58,
1136,738,N,48,
477,36,N,35,
1137,1078,M,53,
1138,1079,F,59,
1139,1080,N,31,
1140,1081,M,35,
1141,1082,F,72,
1142,1083,F,51,
1143,1084,N,50,
1144,1085,M,50,
1145,1086,F,49,
1146,1087,M,25,
1147,963,N,49,
1148,897,M,76,
1149,514,F,70,
1150,1088,F,49,
1151,1089,N,45,
628,1090,M,50,
1152,1091,F,72,
1153,1092,F,62,
1154,927,F,42,
1155,744,M,30,
1156,1093,M,54,
1157,240,F,39,
644,1094,F,22,
1158,1095,N,37,
1159,985,N,60,
1160,1096,M,57,
1161,1097,N,73,
488,1098,N,31,
1162,1099,N,64,
479,1100,M,76,
1163,1101,F,21,
1164,687,F,36,
511,1102,N,54,
1165,1103,F,61,
1166,454,F,52,
1167,1104,N,70,
1168,624,F,76,
1169,432,M,29,
1170,745,F,43,
1171,1073,M,51,
1172,281,M,37,
282,1105,N,49,
1173,1106,M,37,
1174,1107,N,21,
1175,1108,M,35,
1176,1109,M,80,
1177,1110,N,76,
776,1111,F,48,
1178,1112,M,62,
1179,1113,M,46,
1180,1114,F,30,
1181,708,F,61,
1182,840,N,35,
1183,1115,N,71,
1184,1116,M,44,
1185,1117,N,48,
1186,1118,M,68,
1187,308,N,22,
1188,1119,N,48,
1189,1120,F,72,
1190,1121,N,29,
1045,482,N,74,
1191,1122,N,46,
1192,1123,M,23,
1193,1124,F,54,
1194,1125,M,38,
1195,1126,N,29,
1196,1127,F,60,
1197,1128,M,74,
1198,1129,M,48,
1199,1130,N,78,
1200,1131,N,44,
1201,1132,M,21,
1202,1133,F,38,
608,1134,M,27,
1203,1135,F,64,
1204,1136,N,56,
1205,766,M,57,
1206,1137,N,31,
1207,1138,M,58,
1208,1139,M,73,
1209,233,F,34,
1210,739,F,35,
1211,1140,F,27,
1212,1141,F,63,
1213,25,M,43,
1214,1142,F,72,
1215,1143,F,33,
1216,1144,N,60,
1217,1145,N,79,
1218,927,N,67,
1219,1146,M,70,
1220,378,F,45,
1221,1147,F,54,
1222,1148,M,27,
1223,1149,F,65,
977,1150,F,41,
1224,1151,F,72,
1225,638,N,36,
1226,1152,F,79,
1227,1153,F,36,
1228,1144,F,56,
1229,568,N,79,
1230,1154,N,76,
1231,1155,M,55,
1232,1156,F,55,
1233,1014,M,30,
1234,64,M,78,
1235,1157,F,49,
1236,1158,F,72,
1237,1159,M,54,
1238,1160,F,59,
1239,1161,N,66,
1240,1162,M,26,
1241,1163,N,50,
1242,963,N,55,
1243,1164,N,32,
1244,1165,N,65,
1245,394,F,35,
1246,807,N,54,
1247,1166,F,62,
1248,1167,F,79,
1249,557,N,71,
219,1168,F,49,
922,1169,F,55,
1250,1170,F,42,
1251,1171,N,31,
1252,1172,M,73,
177,1173,F,41,
1253,1174,F,46,
1254,1175,M,40,
1255,1176,M,46,
1256,1177,F,61,
1257,349,N,45,
1076,153,N,53,
1258,1178,N,65,
1259,1179,N,26,
1260,1180,M,76,
1261,227,N,75,
1262,1181,F,69,
314,1182,M,77,
1263,1183,F,40,
1264,1184,M,36,
1265,1185,F,20,
1266,381,N,51,
1267,1186,M,40,
1268,1187,N,75,
1269,1188,F,21,
1270,1189,F,79,
1271,1190,M,76,
1272,1191,N,58,
1273,1192,N,46,
1274,1193,N,50,
1275,1194,F,21,
1276,1195,N,47,
1277,1196,M,54,
1278,927,M,43,
1279,1197,M,44,
1280,1198,M,41,
1281,1199,M,70,
1282,1200,F,29,
1283,1201,F,42,
1284,1202,F,71,
1285,1203,M,27,
1286,1204,N,51,
1287,1205,N,66,
1288,86,F,80,
1289,1206,F,20,
1290,1207,F,33,
1291,1208,N,37,
1292,1209,M,25,
1293,1210,N,26,
1294,1211,M,52,
1295,276,F,52,
1296,1212,F,74,
827,1213,M,24,
116,1214,M,22,
1297,1215,F,37,
475,1216,F,48,
1298,1217,F,51,
1299,1081,F,68,
391,1218,N,43,
158,1219,M,62,
1300,1220,M,21,
1301,866,M,30,
1302,1221,F,48,
1303,1222,F,48,
1304,1223,N,60,
877,1224,F,24,
1305,528,M,37,
1306,1225,M,70,
1050,587,M,28,
1307,785,N,46,
1308,1226,N,67,
1309,873,F,62,
87,762,N,50,
1310,554,N,50,
1311,782,N,44,
1312,1227,N,32,
552,1228,N,27,
1313,1229,M,22,
1314,1230,F,24,
1315,1231,M,79,
1316,1232,M,20,
1317,1233,M,41,
1318,1234,M,73,
1319,1235,M,24,
466,1236,F,36,
1320,1237,F,79,
1321,1238,M,53,
4,1239,N,80,
1322,1240,N,65,
1323,1241,N,24,
1324,1242,F,80,
1325,1243,N,47,
1326,1244,M,23,
1327,600,M,75,
1328,1103,N,32,
1329,1245,N,59,
1330,1246,F,78,
1331,229,M,37,
1332,1247,F,61,
245,1248,N,27,
611,1249,N,37,
1333,528,F,78,
1334,1250,N,61,
173,1251,M,41,
1335,616,N,39,
1336,1252,N,54,
1337,1253,N,77,
1338,1254,M,27,
1339,150,F,46,
1340,620,M,49,
1341,1255,N,56,
1342,1256,N,69,
1343,1257,M,74,
1344,1258,N,73,
1345,1259,N,34,
368,1260,F,68,
1346,1261,F,46,
1347,1262,M,50,
1348,378,N,60,
1349,1263,N,53,
1350,1264,F,60,
1351,1265,N,45,
1352,1266,M,64,
1353,1267,F,50,
1354,1034,F,49,
1355,1268,M,40,
1356,1269,N,25,
1357,1270,F,56,
1358,1271,F,33,
1359,1272,N,59,
1360,1273,F,21,
1361,1274,N,40,
1362,19,F,49,
1363,1275,F,77,
1364,1276,M,68,
1365,481,F,78,
1366,1277,M,56,
1367,1278,F,25,
1368,1279,F,29,
1369,1280,N,67,
1370,505,F,29,
1371,1281,F,48,
1372,887,F,77,
1373,1282,N,74,
1374,1283,F,80,
1375,1284,N,47,
1376,1285,M,76,
